Feature,Coefficient,Abs_Coefficient,Cumulative_Importance
AttMap_L2_H8_50,0.09675601007207794,0.09675601007207794,4.097016262307393
AttMap_L0_H11_52,0.09470049237348545,0.09470049237348545,4.1687609531799605
AttMap_L6_H9_50,0.09467017041468959,0.09467017041468959,4.240482672265307
AttMap_L8_H10_52,-0.09460312160056429,0.09460312160056429,4.312153595453799
AttMap_L0_H9_51,0.09416819936593354,0.09416819936593354,4.383495023404249
AttMap_L2_H10_104,-0.09414221355314935,0.09414221355314935,4.454816764613284
AttMap_L2_H4_50,0.09386880544460229,0.09386880544460229,4.525931373000323
AttMap_L3_H5_101,0.09329387522445053,0.09329387522445053,4.596610416694039
AttMap_L0_H5_50,-0.0929378325623074,0.0929378325623074,4.667019723978867
GAM_L4_H2_sparsity,0.0900084108588005,0.0900084108588005,4.735209713821028
AttMap_L3_H6_153,0.08858617070933611,0.08858617070933611,4.802322220565557
GAM_L3_H2_sparsity,0.0868938010509931,0.0868938010509931,4.868152595243645
AttMap_L7_H0_151,-0.08638974466611915,0.08638974466611915,4.933601098945048
AttMap_L3_H5_100,-0.08638029228104198,0.08638029228104198,4.999042441559657
AttMap_L8_H4_151,0.08634251034186835,0.08634251034186835,5.064455160737589
AttMap_L10_H10_51,0.08597594356234517,0.08597594356234517,5.1295901704799975
AttMap_L8_H2_256,0.08566893670218442,0.08566893670218442,5.194492593128864
AttMap_L10_H10_256,0.08150987054919293,0.08150987054919293,5.2562441249218725
AttMap_L2_H10_50,-0.08146410893895618,0.08146410893895618,5.3179609879132945
AttMap_L10_H10_50,-0.08090425167209922,0.08090425167209922,5.379253705416803
AttMap_L5_H7_53,-0.08050684826012285,0.08050684826012285,5.440245351782988
AttMap_L9_H6_50,0.07986752341568679,0.07986752341568679,5.5007526483619475
AttMap_L6_H5_52,-0.07949486782976309,0.07949486782976309,5.560977622651508
Spec_L10_H10_cls,-0.07890998383048259,0.07890998383048259,5.6207594913069485
AttMap_L5_H0_52,-0.07805837427484884,0.07805837427484884,5.679896184179437
AttMap_L3_H2_153,-0.07741243393440528,0.07741243393440528,5.738543515393018
GAM_L9_H7_focus_entropy,0.0772595436253007,0.0772595436253007,5.797075017557676
AttMap_L3_H0_100,-0.07681124172367376,0.07681124172367376,5.855266888105394
AttMap_L4_H3_51,0.07624477162788741,0.07624477162788741,5.913029603314084
AttMap_L9_H6_150,0.0759926003548642,0.0759926003548642,5.970601274637186
AttMap_L1_H4_101,0.07564467068157754,0.07564467068157754,6.027909355917304
AttMap_L1_H0_153,0.07518572044493041,0.07518572044493041,6.0848697384470904
AttMap_L10_H6_51,0.07498194076841078,0.07498194076841078,6.141675738359304
AttMap_L8_H7_251,0.07418748386161748,0.07418748386161748,6.197879861092625
AttMap_L8_H5_358,0.07385533170206252,0.07385533170206252,6.253832346760365
AttMap_L7_H10_52,-0.07383132974796947,0.07383132974796947,6.30976664864961
AttMap_L0_H11_202,-0.07294077990213704,0.07294077990213704,6.36502627375741
AttMap_L5_H10_101,0.07293003153883999,0.07293003153883999,6.420277755950818
Spec_L7_H5_semantics,-0.07264980537752676,0.07264980537752676,6.475316939994408
AttMap_L9_H1_250,-0.0725427673237956,0.0725427673237956,6.530275032463033
AttMap_L7_H0_201,-0.0724752600038315,0.0724752600038315,6.585181981672725
AttMap_L9_H8_51,0.07237272593366177,0.07237272593366177,6.640011251506273
AttMap_L6_H1_151,0.07231931487024604,0.07231931487024604,6.694800057344988
AttMap_L6_H10_252,-0.07181447576884051,0.07181447576884051,6.749206399224299
AttMap_L1_H11_306,0.07180385943796895,0.07180385943796895,6.803604698216424
AttMap_L6_H9_100,0.07156015753178817,0.07156015753178817,6.857818369679318
AttMap_L2_H10_102,0.07155500301927474,0.07155500301927474,6.9120281361054206
AttMap_L0_H3_101,0.07145463513937082,0.07145463513937082,6.966161864251924
AttMap_L10_H10_663,0.07143770651013853,0.07143770651013853,7.020282767340809
AttMap_L6_H6_256,0.07055984424831664,0.07055984424831664,7.073738605708016
AttMap_L6_H6_358,0.07047974386001384,0.07047974386001384,7.127133760361196
GAM_L6_H1_sparsity,0.0703610888260449,0.0703610888260449,7.180439022464514
AttMap_L10_H10_154,-0.07034778208934798,0.07034778208934798,7.233734203440616
AttMap_L2_H7_150,-0.07033104192108765,0.07033104192108765,7.287016702136334
AttMap_L10_H10_561,0.07019974914967045,0.07019974914967045,7.340199733985966
AttMap_L4_H10_251,0.06989407254997387,0.06989407254997387,7.393151186541737
AttMap_L3_H1_300,-0.0698454546932352,0.0698454546932352,7.446065806415699
AttMap_L5_H0_205,0.0697812760859527,0.0697812760859527,7.498931804849322
AttMap_L6_H9_405,0.06954503072857575,0.06954503072857575,7.551618824803421
GAM_L1_H3_confidence_max,0.06920220222098773,0.06920220222098773,7.604046119336007
AttMap_L6_H9_101,-0.06910655222667918,0.06910655222667918,7.656400949839087
GAM_L9_H4_sparsity,0.06895715873321813,0.06895715873321813,7.708642600465926
